Group,Comparison,SIMPER,OTU,krusk_p.val,fdr_krusk_p.val,Taxonomy,Left.mean.abund,Left.stdev,Right.mean.abund,Right.stdev
Post,Low Fat_Stevia,0.046258075,Otu00012,0.000371409,0.003132112,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcaceae_ge,0.003670881,0.00318113,0.077684787,0.019334441
Post,Low Fat_Stevia,0.04333558,Otu00002,0.000816779,0.004608966,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.001896913,0.005818513,0.070368074,0.068986188
Post,Low Fat_Stevia,0.042849481,Otu00010,0.000376646,0.003132112,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.008114419,0.005272128,0.076680713,0.036788413
Post,Low Fat_Stevia,0.039478851,Otu00001,0.130719764,0.264791316,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Anaerotruncus,0.10886258,0.051480248,0.06617989,0.04713606
Post,Low Fat_Stevia,0.024732917,Otu00008,0.001339872,0.006615619,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.03965347,0.050801682,0.000130719,0.000242044
Post,Low Fat_Stevia,0.02233496,Otu00018,0.019383341,0.056714221,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.001254348,0.00138628,0.036586737,0.064846975
Post,Low Fat_Stevia,0.021214086,Otu00003,0.007685794,0.024287109,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.033837011,0.019212545,0.062873232,0.02752718
Post,Low Fat_Stevia,0.020688948,Otu00021,0.001799791,0.008124771,Proteobacteria - Betaproteobacteria - Burkholderiales - Alcaligenaceae - Parasutterella,0.033032613,0.029808323,0,0
Post,Low Fat_Stevia,0.020636575,Otu00011,0.028446365,0.080259388,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.033021007,0.030355694,0.000394119,0.000543941
Post,High Fat_Saccharin,0.137488466,Otu00002,0.757156352,0.84260482,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Oscillibacter,0.132911325,0.088061366,0.15332186,0.111776718
Post,High Fat_Saccharin,0.060999352,Otu00001,0.200411075,0.376963689,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.069809321,0.020958514,0.098038442,0.057276214
Post,High Fat_Saccharin,0.046667013,Otu00009,0.01846578,0.05504893,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.006997642,0.013375343,0.041614691,0.035236241
Post,High Fat_Saccharin,0.042652508,Otu00004,0.964783978,0.970929099,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.104364382,0.03034977,0.100423194,0.040870261
Post,High Fat_Saccharin,0.041551263,Otu00012,0.565992148,0.709736186,Firmicutes - Clostridia - Clostridiales - Peptococcaceae - uncultured,0.075658368,0.024513195,0.066422285,0.037559764
Post,High Fat_Saccharin,0.040707062,Otu00003,0.046944727,0.117734395,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.06766556,0.026743591,0.041757083,0.021829115
Post,High Fat_Saccharin,0.040497737,Otu00014,0.005410534,0.018584008,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - uncultured,0.06445697,0.027301251,0.031825778,0.010726954
Post,High Fat_Saccharin,0.032481709,Otu00010,0.825282898,0.891345597,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium_9,0.06030337,0.018478357,0.064765424,0.031369421
Post,High Fat_Saccharin,0.026979943,Otu00046,0.066524944,0.161706786,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes,0.022467673,0.034045794,0,0
Post,High Fat_Saccharin,0.026391932,Otu00051,0.343843912,0.512522057,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.003844781,0.008346407,0.020684652,0.046768928
Post,High Fat_Stevia,0.12738599,Otu00002,0.177665829,0.338207241,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.132911325,0.088061366,0.070368074,0.068986188
Post,High Fat_Stevia,0.053567292,Otu00018,0.699785768,0.795439938,Firmicutes - Erysipelotrichia - Erysipelotrichales - Erysipelotrichaceae - Erysipelotrichaceae_unclassified,0.018824317,0.027331033,0.036586737,0.064846975
Post,High Fat_Stevia,0.049941292,Otu00001,0.772694498,0.847966242,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Tyzzerella,0.069809321,0.020958514,0.06617989,0.04713606
Post,High Fat_Stevia,0.044483969,Otu00014,0.101876059,0.214618897,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.06445697,0.027301251,0.087062914,0.02802722
Post,High Fat_Stevia,0.044206897,Otu00004,0.248213079,0.43575185,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.104364382,0.03034977,0.087808481,0.029561007
Post,High Fat_Stevia,0.0436316,Otu00010,0.441418327,0.617204386,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.06030337,0.018478357,0.076680713,0.036788413
Post,High Fat_Stevia,0.038906509,Otu00007,0.071306325,0.165895451,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Acetatifactor,0.015475511,0.023894118,0.033181868,0.028067469
Post,High Fat_Stevia,0.037262461,Otu00003,0.596415416,0.7304933,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.06766556,0.026743591,0.062873232,0.02752718
Post,High Fat_Stevia,0.032135145,Otu00029,0.664812621,0.773999765,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.018904232,0.018304979,0.028160007,0.028686168
Post,Saccharin_Stevia,0.134326538,Otu00002,0.082886624,0.181890092,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.15332186,0.111776718,0.070368074,0.068986188
Post,Saccharin_Stevia,0.068139973,Otu00001,0.288653831,0.479949959,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - uncultured,0.098038442,0.057276214,0.06617989,0.04713606
Post,Saccharin_Stevia,0.061893044,Otu00014,0.000532006,0.003803801,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnoclostridium,0.031825778,0.010726954,0.087062914,0.02802722
Post,Saccharin_Stevia,0.044216985,Otu00004,0.289838718,0.479949959,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.100423194,0.040870261,0.087808481,0.029561007
Post,Saccharin_Stevia,0.043239954,Otu00010,0.441418327,0.617204386,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Anaerotruncus,0.064765424,0.031369421,0.076680713,0.036788413
Post,Saccharin_Stevia,0.042881874,Otu00018,0.329621484,0.500771101,Firmicutes - Clostridia - Clostridiales - Clostridiales_unclassified - Clostridiales_unclassified,0.008542922,0.012049442,0.036586737,0.064846975
Post,Saccharin_Stevia,0.039956586,Otu00009,0.085004312,0.183981935,Firmicutes - Erysipelotrichia - Erysipelotrichales - Erysipelotrichaceae - Turicibacter,0.041614691,0.035236241,0.015793859,0.018108464
Post,Saccharin_Stevia,0.036748356,Otu00012,0.289543008,0.479949959,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.066422285,0.037559764,0.077684787,0.019334441
High Fat,Pre-treatment_Post-treatment,0.076156858,Otu00002,0.05750182,0.141957619,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.025995677,0.02185454,0.132911325,0.088061366
High Fat,Pre-treatment_Post-treatment,0.061356674,Otu00001,0.043002876,0.112593447,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.057251324,0.114182811,0.069809321,0.020958514
High Fat,Pre-treatment_Post-treatment,0.049090565,Otu00005,0.001720144,0.007993608,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.0838579,0.063598775,0.008122491,0.00610482
High Fat,Pre-treatment_Post-treatment,0.046879059,Otu00012,0.00032694,0.003132112,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.002512136,0.003393266,0.075658368,0.024513195
High Fat,Pre-treatment_Post-treatment,0.045955231,Otu00006,0.291615165,0.479949959,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.07165183,0.097066583,0.00233516,0.005143558
